date,signal_asof_date,symbol,trade_value,commission,slippage,total_cost,target_weight
2018-01-01,2017-12-29,MSFT,-22537.36869728603,11.268684348643015,11.268684348643015,22.53736869728603,0.0
2018-02-01,2018-01-31,MSFT,21676.823399389952,10.838411699694976,10.838411699694976,21.676823399389953,0.2
2018-02-01,2018-01-31,GOOGL,-21676.823399389952,10.838411699694976,10.838411699694976,21.676823399389953,0.0
2018-03-01,2018-02-28,AAPL,-10519.834020189179,5.25991701009459,5.25991701009459,10.51983402018918,0.1
2018-03-01,2018-02-28,MSFT,-21039.668040378358,10.51983402018918,10.51983402018918,21.03966804037836,0.0
2018-03-01,2018-02-28,AMZN,-10519.834020189179,5.25991701009459,5.25991701009459,10.51983402018918,0.1
2018-03-01,2018-02-28,GOOGL,10519.834020189179,5.25991701009459,5.25991701009459,10.51983402018918,0.1
2018-03-01,2018-02-28,JPM,-10519.834020189179,5.25991701009459,5.25991701009459,10.51983402018918,0.1
2018-03-01,2018-02-28,XLV,-10519.834020189177,5.259917010094589,5.259917010094589,10.519834020189178,0.09999999999999998
2018-04-02,2018-03-30,AAPL,10630.12355474208,5.3150617773710405,5.3150617773710405,10.630123554742081,0.2
2018-04-02,2018-03-30,AMZN,10630.12355474208,5.3150617773710405,5.3150617773710405,10.630123554742081,0.2
2018-04-02,2018-03-30,GOOGL,10630.12355474208,5.3150617773710405,5.3150617773710405,10.630123554742081,0.2
2018-04-02,2018-03-30,JPM,10630.12355474208,5.3150617773710405,5.3150617773710405,10.630123554742081,0.2
2018-04-02,2018-03-30,XLV,10630.123554742077,5.315061777371039,5.315061777371039,10.630123554742077,0.19999999999999996
2018-05-01,2018-04-30,AAPL,-21365.67880483116,10.682839402415581,10.682839402415581,21.365678804831163,0.0
2018-05-01,2018-04-30,NVDA,21365.67880483116,10.682839402415581,10.682839402415581,21.365678804831163,0.2
2018-05-01,2018-04-30,META,21365.67880483116,10.682839402415581,10.682839402415581,21.365678804831163,0.2
2018-05-01,2018-04-30,JPM,-21365.67880483116,10.682839402415581,10.682839402415581,21.365678804831163,0.0
2018-06-01,2018-05-31,MSFT,5507.657749964225,2.753828874982113,2.753828874982113,5.507657749964226,0.05
2018-06-01,2018-05-31,NVDA,-16522.973249892675,8.261486624946338,8.261486624946338,16.522973249892676,0.05
2018-06-01,2018-05-31,AMZN,-16522.973249892675,8.261486624946338,8.261486624946338,16.522973249892676,0.05
2018-06-01,2018-05-31,META,-22030.6309998569,11.015315499928452,11.015315499928452,22.030630999856903,0.0
2018-06-01,2018-05-31,GOOGL,-22030.6309998569,11.015315499928452,11.015315499928452,22.030630999856903,0.0
2018-06-01,2018-05-31,JPM,5507.657749964225,2.753828874982113,2.753828874982113,5.507657749964226,0.05
2018-06-01,2018-05-31,XLV,-16522.97324989267,8.261486624946336,8.261486624946336,16.522973249892672,0.04999999999999999
2018-07-02,2018-06-29,GOOGL,5539.67586592,2.7698379329600002,2.7698379329600002,5.5396758659200005,0.05
2018-07-02,2018-06-29,XLV,-5539.675865919999,2.7698379329599994,2.7698379329599994,5.539675865919999,0.0
2018-08-01,2018-07-31,MSFT,5595.26069102957,2.797630345514785,2.797630345514785,5.59526069102957,0.1
2018-08-01,2018-07-31,NVDA,5595.260691029572,2.797630345514786,2.797630345514786,5.595260691029572,0.1
2018-08-01,2018-07-31,AMZN,5595.260691029572,2.797630345514786,2.797630345514786,5.595260691029572,0.1
2018-08-01,2018-07-31,GOOGL,5595.26069102957,2.797630345514785,2.797630345514785,5.59526069102957,0.1
2018-08-01,2018-07-31,JPM,5595.260691029567,2.7976303455147837,2.7976303455147837,5.5952606910295675,0.09999999999999998
2018-09-03,2018-08-31,MSFT,-5513.64025678804,2.7568201283940197,2.7568201283940197,5.513640256788039,0.05
2018-09-03,2018-08-31,NVDA,-5513.64025678804,2.7568201283940197,2.7568201283940197,5.513640256788039,0.05
2018-09-03,2018-08-31,AMZN,-5513.64025678804,2.7568201283940197,2.7568201283940197,5.513640256788039,0.05
2018-09-03,2018-08-31,GOOGL,-5513.64025678804,2.7568201283940197,2.7568201283940197,5.513640256788039,0.05
2018-09-03,2018-08-31,JPM,-5513.640256788039,2.7568201283940192,2.7568201283940192,5.5136402567880385,0.04999999999999999
2018-11-01,2018-10-31,AAPL,5538.395595957468,2.769197797978734,2.769197797978734,5.538395595957468,0.05
2018-11-01,2018-10-31,AMZN,-5538.395595957468,2.769197797978734,2.769197797978734,5.538395595957468,0.0
2018-11-01,2018-10-31,GOOGL,-5538.395595957468,2.769197797978734,2.769197797978734,5.538395595957468,0.0
2018-11-01,2018-10-31,XLV,5538.395595957466,2.769197797978733,2.769197797978733,5.538395595957466,0.04999999999999999
2018-12-03,2018-11-30,AAPL,-5549.716041854934,2.774858020927467,2.774858020927467,5.549716041854934,0.0
2018-12-03,2018-11-30,AMZN,5549.716041854934,2.774858020927467,2.774858020927467,5.549716041854934,0.05
2019-01-01,2018-12-31,AAPL,5575.298272244963,2.7876491361224818,2.7876491361224818,5.5752982722449635,0.05
2019-01-01,2018-12-31,NVDA,-5575.298272244963,2.7876491361224818,2.7876491361224818,5.5752982722449635,0.0
2019-02-01,2019-01-31,META,5616.356942541359,2.8081784712706797,2.8081784712706797,5.616356942541359,0.05
2019-02-01,2019-01-31,XLV,-5616.356942541357,2.8081784712706788,2.8081784712706788,5.6163569425413575,0.0
2019-03-01,2019-02-28,AAPL,5623.135127771645,2.8115675638858226,2.8115675638858226,5.623135127771645,0.1
2019-03-01,2019-02-28,MSFT,5623.135127771645,2.8115675638858226,2.8115675638858226,5.623135127771645,0.1
2019-03-01,2019-02-28,AMZN,-5623.135127771645,2.8115675638858226,2.8115675638858226,5.623135127771645,0.0
2019-03-01,2019-02-28,META,5623.135127771645,2.8115675638858226,2.8115675638858226,5.623135127771645,0.1
2019-03-01,2019-02-28,JPM,5623.135127771646,2.811567563885823,2.811567563885823,5.623135127771646,0.1
2019-03-01,2019-02-28,XLV,11246.270255543286,5.6231351277716435,5.6231351277716435,11.246270255543287,0.09999999999999998
2019-05-01,2019-04-30,AAPL,-11558.953818365246,5.779476909182623,5.779476909182623,11.558953818365246,0.0
2019-05-01,2019-04-30,MSFT,-5779.476909182623,2.8897384545913116,2.8897384545913116,5.779476909182623,0.05
2019-05-01,2019-04-30,META,-5779.476909182623,2.8897384545913116,2.8897384545913116,5.779476909182623,0.05
2019-05-01,2019-04-30,GOOGL,5779.476909182623,2.8897384545913116,2.8897384545913116,5.779476909182623,0.05
2019-05-01,2019-04-30,JPM,-5779.476909182623,2.8897384545913116,2.8897384545913116,5.779476909182623,0.05
2019-05-01,2019-04-30,XLV,-5779.476909182621,2.8897384545913107,2.8897384545913107,5.7794769091826215,0.04999999999999999
2019-06-03,2019-05-31,MSFT,5813.447024246261,2.9067235121231305,2.9067235121231305,5.813447024246261,0.1
2019-06-03,2019-05-31,META,5813.447024246261,2.9067235121231305,2.9067235121231305,5.813447024246261,0.1
2019-06-03,2019-05-31,GOOGL,5813.447024246258,2.9067235121231287,2.9067235121231287,5.8134470242462575,0.09999999999999998
2019-06-03,2019-05-31,JPM,5813.447024246261,2.9067235121231305,2.9067235121231305,5.813447024246261,0.1
2019-06-03,2019-05-31,XLV,5813.447024246263,2.9067235121231314,2.9067235121231314,5.813447024246263,0.1
2019-08-01,2019-07-31,AAPL,12105.557500654075,6.052778750327038,6.052778750327038,12.105557500654076,0.1
2019-08-01,2019-07-31,JPM,-12105.557500654075,6.052778750327038,6.052778750327038,12.105557500654076,0.0
2019-10-01,2019-09-30,NVDA,11979.402381836951,5.989701190918476,5.989701190918476,11.979402381836952,0.1
2019-10-01,2019-09-30,META,-11979.402381836951,5.989701190918476,5.989701190918476,11.979402381836952,0.0
2019-11-01,2019-10-31,NVDA,-12154.054099426432,6.077027049713216,6.077027049713216,12.154054099426432,0.0
2019-11-01,2019-10-31,META,12154.054099426432,6.077027049713216,6.077027049713216,12.154054099426432,0.1
2019-12-02,2019-11-29,AAPL,-12165.141273073585,6.082570636536793,6.082570636536793,12.165141273073585,0.0
2019-12-02,2019-11-29,NVDA,12165.141273073585,6.082570636536793,6.082570636536793,12.165141273073585,0.1
2020-01-01,2019-12-31,AAPL,12272.354655913092,6.136177327956546,6.136177327956546,12.272354655913093,0.1
2020-01-01,2019-12-31,META,-12272.354655913092,6.136177327956546,6.136177327956546,12.272354655913093,0.0
2020-02-03,2020-01-31,AAPL,-12107.440603174531,6.053720301587266,6.053720301587266,12.107440603174531,0.0
2020-02-03,2020-01-31,MSFT,-6053.720301587266,3.026860150793633,3.026860150793633,6.053720301587266,0.05
2020-02-03,2020-01-31,NVDA,-6053.720301587266,3.026860150793633,3.026860150793633,6.053720301587266,0.05
2020-02-03,2020-01-31,META,6053.720301587266,3.026860150793633,3.026860150793633,6.053720301587266,0.05
2020-02-03,2020-01-31,GOOGL,-6053.720301587262,3.026860150793631,3.026860150793631,6.053720301587262,0.05
2020-02-03,2020-01-31,XLV,-6053.7203015872665,3.0268601507936332,3.0268601507936332,6.0537203015872665,0.04999999999999999
2020-03-02,2020-02-28,AAPL,6093.343514533951,3.0466717572669757,3.0466717572669757,6.093343514533951,0.05
2020-03-02,2020-02-28,MSFT,-6093.343514533951,3.0466717572669757,3.0466717572669757,6.093343514533951,0.0
2020-03-02,2020-02-28,AMZN,6093.343514533951,3.0466717572669757,3.0466717572669757,6.093343514533951,0.05
2020-03-02,2020-02-28,META,-6093.343514533951,3.0466717572669757,3.0466717572669757,6.093343514533951,0.0
2020-04-01,2020-03-31,AAPL,-6044.774783956171,3.0223873919780853,3.0223873919780853,6.0447747839561705,0.0
2020-04-01,2020-03-31,NVDA,18134.324351868516,9.067162175934259,9.067162175934259,18.134324351868518,0.2
2020-04-01,2020-03-31,AMZN,18134.324351868516,9.067162175934259,9.067162175934259,18.134324351868518,0.2
2020-04-01,2020-03-31,META,24179.099135824683,12.089549567912341,12.089549567912341,24.179099135824682,0.2
2020-04-01,2020-03-31,GOOGL,18134.324351868516,9.067162175934259,9.067162175934259,18.134324351868518,0.2
2020-04-01,2020-03-31,XLV,18134.32435186851,9.067162175934255,9.067162175934255,18.13432435186851,0.19999999999999996
2020-06-01,2020-05-29,AAPL,24993.529445691063,12.496764722845532,12.496764722845532,24.993529445691063,0.2
2020-06-01,2020-05-29,META,-24993.529445691063,12.496764722845532,12.496764722845532,24.993529445691063,0.0
2020-07-01,2020-06-30,META,26049.70750429135,13.024853752145676,13.024853752145676,26.04970750429135,0.2
2020-07-01,2020-06-30,GOOGL,-26049.70750429135,13.024853752145676,13.024853752145676,26.04970750429135,0.0
2020-08-03,2020-07-31,AMZN,-25285.63421263282,12.64281710631641,12.64281710631641,25.28563421263282,0.0
2020-08-03,2020-07-31,GOOGL,25285.63421263282,12.64281710631641,12.64281710631641,25.28563421263282,0.2
2020-09-01,2020-08-31,GOOGL,-24700.021084949774,12.350010542474887,12.350010542474887,24.700021084949775,0.0
2020-09-01,2020-08-31,JPM,24700.021084949774,12.350010542474887,12.350010542474887,24.700021084949775,0.2
2020-10-01,2020-09-30,AAPL,-24725.35106215423,12.362675531077116,12.362675531077116,24.725351062154232,0.0
2020-10-01,2020-09-30,GOOGL,24725.35106215423,12.362675531077116,12.362675531077116,24.725351062154232,0.2
2021-01-01,2020-12-31,AMZN,24481.62890506233,12.240814452531165,12.240814452531165,24.48162890506233,0.2
2021-01-01,2020-12-31,GOOGL,-24481.62890506233,12.240814452531165,12.240814452531165,24.48162890506233,0.0
2021-02-01,2021-01-29,AAPL,24649.84765058464,12.324923825292322,12.324923825292322,24.649847650584643,0.2
2021-02-01,2021-01-29,AMZN,-24649.84765058464,12.324923825292322,12.324923825292322,24.649847650584643,0.0
2021-02-01,2021-01-29,META,-24649.84765058464,12.324923825292322,12.324923825292322,24.649847650584643,0.0
2021-02-01,2021-01-29,GOOGL,24649.84765058464,12.324923825292322,12.324923825292322,24.649847650584643,0.2
2021-03-01,2021-02-26,AMZN,24853.559109244834,12.426779554622417,12.426779554622417,24.853559109244834,0.2
2021-03-01,2021-02-26,GOOGL,-24853.559109244834,12.426779554622417,12.426779554622417,24.853559109244834,0.0
2021-04-01,2021-03-31,AAPL,-17432.623894707842,8.71631194735392,8.71631194735392,17.43262389470784,0.05
2021-04-01,2021-03-31,MSFT,5810.874631569281,2.9054373157846403,2.9054373157846403,5.8108746315692805,0.05
2021-04-01,2021-03-31,NVDA,-17432.623894707842,8.71631194735392,8.71631194735392,17.43262389470784,0.05
2021-04-01,2021-03-31,AMZN,-23243.498526277122,11.621749263138561,11.621749263138561,23.243498526277122,0.0
2021-04-01,2021-03-31,JPM,-17432.623894707842,8.71631194735392,8.71631194735392,17.43262389470784,0.04999999999999999
2021-04-01,2021-03-31,XLV,-17432.623894707835,8.716311947353917,8.716311947353917,17.432623894707834,0.05
2021-05-03,2021-04-30,AAPL,-5732.430875326706,2.866215437663353,2.866215437663353,5.732430875326706,0.0
2021-05-03,2021-04-30,AMZN,5732.430875326707,2.8662154376633535,2.8662154376633535,5.732430875326707,0.05
2021-06-01,2021-05-31,AMZN,-5771.152047409824,2.885576023704912,2.885576023704912,5.771152047409824,0.0
2021-06-01,2021-05-31,GOOGL,5771.152047409824,2.885576023704912,2.885576023704912,5.771152047409824,0.05
2021-07-01,2021-06-30,AAPL,23207.767797910157,11.603883898955079,11.603883898955079,23.207767797910158,0.2
2021-07-01,2021-06-30,MSFT,-5801.941949477539,2.9009709747387697,2.9009709747387697,5.8019419494775395,0.0
2021-07-01,2021-06-30,NVDA,17405.82584843262,8.70291292421631,8.70291292421631,17.40582584843262,0.2
2021-07-01,2021-06-30,AMZN,23207.767797910157,11.603883898955079,11.603883898955079,23.207767797910158,0.2
2021-07-01,2021-06-30,GOOGL,-5801.941949477539,2.9009709747387697,2.9009709747387697,5.8019419494775395,0.0
2021-07-01,2021-06-30,JPM,17405.82584843262,8.70291292421631,8.70291292421631,17.40582584843262,0.2
2021-07-01,2021-06-30,XLV,17405.825848432614,8.702912924216307,8.702912924216307,17.405825848432613,0.19999999999999996
2021-08-02,2021-07-30,AMZN,-23341.252385951437,11.67062619297572,11.67062619297572,23.34125238595144,0.0
2021-08-02,2021-07-30,GOOGL,23341.252385951437,11.67062619297572,11.67062619297572,23.34125238595144,0.2
2021-09-01,2021-08-31,AMZN,24214.70275252978,12.10735137626489,12.10735137626489,24.21470275252978,0.2
2021-09-01,2021-08-31,GOOGL,-24214.70275252978,12.10735137626489,12.10735137626489,24.21470275252978,0.0
2021-11-01,2021-10-29,MSFT,23508.48937707793,11.754244688538966,11.754244688538966,23.508489377077932,0.2
2021-11-01,2021-10-29,JPM,-23508.48937707793,11.754244688538966,11.754244688538966,23.508489377077932,0.0
2021-12-01,2021-11-30,AAPL,-11942.798633145494,5.9713993165727475,5.9713993165727475,11.942798633145495,0.1
2021-12-01,2021-11-30,MSFT,-11942.798633145494,5.9713993165727475,5.9713993165727475,11.942798633145495,0.1
2021-12-01,2021-11-30,NVDA,-11942.798633145494,5.9713993165727475,5.9713993165727475,11.942798633145495,0.1
2021-12-01,2021-11-30,AMZN,-23885.597266290988,11.942798633145495,11.942798633145495,23.88559726629099,0.0
2021-12-01,2021-11-30,GOOGL,11942.798633145494,5.9713993165727475,5.9713993165727475,11.942798633145495,0.1
2021-12-01,2021-11-30,XLV,-11942.79863314549,5.971399316572746,5.971399316572746,11.942798633145491,0.09999999999999998
2022-01-03,2021-12-31,AAPL,11948.407280993786,5.974203640496893,5.974203640496893,11.948407280993786,0.2
2022-01-03,2021-12-31,MSFT,-11948.407280993786,5.974203640496893,5.974203640496893,11.948407280993786,0.0
2022-01-03,2021-12-31,NVDA,11948.407280993786,5.974203640496893,5.974203640496893,11.948407280993786,0.2
2022-01-03,2021-12-31,AMZN,23896.814561987572,11.948407280993786,11.948407280993786,23.896814561987572,0.2
2022-01-03,2021-12-31,GOOGL,-11948.407280993786,5.974203640496893,5.974203640496893,11.948407280993786,0.0
2022-01-03,2021-12-31,JPM,23896.814561987572,11.948407280993786,11.948407280993786,23.896814561987572,0.2
2022-01-03,2021-12-31,XLV,11948.407280993786,5.974203640496893,5.974203640496893,11.948407280993786,0.19999999999999998
2022-02-01,2022-01-31,META,24707.93474702928,12.35396737351464,12.35396737351464,24.70793474702928,0.2
2022-02-01,2022-01-31,JPM,-24707.93474702928,12.35396737351464,12.35396737351464,24.70793474702928,0.0
2022-03-01,2022-02-28,NVDA,-24948.61567693159,12.474307838465794,12.474307838465794,24.94861567693159,0.0
2022-03-01,2022-02-28,GOOGL,24948.61567693159,12.474307838465794,12.474307838465794,24.94861567693159,0.2
2022-04-01,2022-03-31,NVDA,27230.789486330534,13.615394743165266,13.615394743165266,27.230789486330533,0.2
2022-04-01,2022-03-31,AMZN,-27230.789486330534,13.615394743165266,13.615394743165266,27.230789486330533,0.0
2022-05-02,2022-04-29,NVDA,-27261.64575764385,13.630822878821926,13.630822878821926,27.26164575764385,0.0
2022-05-02,2022-04-29,JPM,27261.64575764385,13.630822878821926,13.630822878821926,27.26164575764385,0.2
2022-06-01,2022-05-31,MSFT,27876.088546891595,13.938044273445797,13.938044273445797,27.876088546891594,0.2
2022-06-01,2022-05-31,JPM,-27876.088546891595,13.938044273445797,13.938044273445797,27.876088546891594,0.0
2022-07-01,2022-06-30,AAPL,-19662.609718165048,9.831304859082524,9.831304859082524,19.662609718165047,0.05
2022-07-01,2022-06-30,MSFT,-19662.609718165048,9.831304859082524,9.831304859082524,19.662609718165047,0.05
2022-07-01,2022-06-30,META,-19662.609718165048,9.831304859082524,9.831304859082524,19.662609718165047,0.05
2022-07-01,2022-06-30,GOOGL,-19662.609718165048,9.831304859082524,9.831304859082524,19.662609718165047,0.04999999999999999
2022-07-01,2022-06-30,XLV,-19662.60971816504,9.83130485908252,9.83130485908252,19.66260971816504,0.05
2022-09-01,2022-08-31,AAPL,19466.10345187817,9.733051725939086,9.733051725939086,19.466103451878173,0.2
2022-09-01,2022-08-31,MSFT,-6488.701150626054,3.2443505753130273,3.2443505753130273,6.488701150626055,0.0
2022-09-01,2022-08-31,META,19466.10345187817,9.733051725939086,9.733051725939086,19.466103451878173,0.2
2022-09-01,2022-08-31,GOOGL,19466.10345187817,9.733051725939086,9.733051725939086,19.466103451878173,0.2
2022-09-01,2022-08-31,JPM,25954.804602504224,12.977402301252113,12.977402301252113,25.954804602504225,0.2
2022-09-01,2022-08-31,XLV,19466.10345187816,9.733051725939081,9.733051725939081,19.466103451878162,0.19999999999999996
2022-10-03,2022-09-30,AAPL,-26221.88025096276,13.110940125481381,13.110940125481381,26.221880250962762,0.0
2022-10-03,2022-09-30,MSFT,26221.88025096276,13.110940125481381,13.110940125481381,26.221880250962762,0.2
2022-11-01,2022-10-31,AAPL,26094.85354440415,13.047426772202076,13.047426772202076,26.094853544404153,0.2
2022-11-01,2022-10-31,JPM,-26094.85354440415,13.047426772202076,13.047426772202076,26.094853544404153,0.0
2022-12-01,2022-11-30,AAPL,-26730.55561838977,13.365277809194886,13.365277809194886,26.730555618389772,0.0
2022-12-01,2022-11-30,JPM,26730.555618389764,13.365277809194883,13.365277809194883,26.730555618389765,0.19999999999999996
2023-01-02,2022-12-30,AMZN,27402.056962523013,13.701028481261506,13.701028481261506,27.402056962523012,0.2
2023-01-02,2022-12-30,JPM,-27402.056962523005,13.701028481261503,13.701028481261503,27.402056962523005,0.0
2023-02-01,2023-01-31,NVDA,27440.117714956432,13.720058857478216,13.720058857478216,27.440117714956433,0.2
2023-02-01,2023-01-31,XLV,-27440.117714956425,13.720058857478213,13.720058857478213,27.440117714956425,0.0
2023-03-01,2023-02-28,MSFT,-13329.728785349835,6.664864392674917,6.664864392674917,13.329728785349834,0.1
2023-03-01,2023-02-28,NVDA,-13329.728785349835,6.664864392674917,6.664864392674917,13.329728785349834,0.1
2023-03-01,2023-02-28,AMZN,-26659.45757069967,13.329728785349834,13.329728785349834,26.65945757069967,0.0
2023-03-01,2023-02-28,META,-13329.728785349835,6.664864392674917,6.664864392674917,13.329728785349834,0.1
2023-03-01,2023-02-28,GOOGL,-13329.728785349838,6.664864392674919,6.664864392674919,13.329728785349838,0.09999999999999998
2023-03-01,2023-02-28,XLV,13329.728785349835,6.664864392674917,6.664864392674917,13.329728785349834,0.1
2023-04-03,2023-03-31,MSFT,13250.917100867566,6.625458550433783,6.625458550433783,13.250917100867566,0.2
2023-04-03,2023-03-31,NVDA,-13250.917100867566,6.625458550433783,6.625458550433783,13.250917100867566,0.0
2023-04-03,2023-03-31,META,13250.917100867566,6.625458550433783,6.625458550433783,13.250917100867566,0.2
2023-04-03,2023-03-31,GOOGL,13250.91710086757,6.625458550433785,6.625458550433785,13.25091710086757,0.2
